ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
609057381,Audio,Prairie Warbler,Setophaga discolor,,Pam Rasmussen,2012-05-23,2012,5,23,0,United States,US-IN-105,Indiana,Monroe,"SW of Bloomington off Rt. 37, RCA Community Park",39.1400000,-86.5500000,"",Song,Used,"","",,AVoCet14876,,,,,S150731048,"",,,"Recording time: 504. Elevation (m): 250. Habitat: bushy forest edge with cedars. Confidence in ID: 100%. ID determined by: seen well. Age: adult. Age determined by: plumage. Sex: male. Sex determined by: plumage. Group size: 44928. Description of behavior: singing from atop small bushes. Playback notes: yes, this is after brief playback of bird's own vocalizations.",,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
609057380,Audio,Prairie Warbler,Setophaga discolor,,Pam Rasmussen,2012-05-23,2012,5,23,0,United States,US-IN-105,Indiana,Monroe,"SW of Bloomington off Rt. 37, RCA Community Park",39.1400000,-86.5500000,"",Song,Used,"","",,AVoCet14875,,,,,S150731048,"",,,"Recording time: 502. Elevation (m): 250. Habitat: scrubby forest edge with cedars. Confidence in ID: 100%. ID determined by: seen well singing. Age: adult. Age determined by: plumage. Sex: male. Sex determined by: plumage. Group size: 1. Description of behavior: singing from atop scrubby trees. Playback notes: yes, this is after brief playback of bird's own vocalizations.",,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
608969342,Audio,Prairie Warbler,Setophaga discolor,,Ken Milender,2023-06-16,2023,6,16,845,United States,US-WI-025,Wisconsin,Dane,Lower Wisconsin SR--Mazomanie Unit (dog trial grounds),43.2214303,-89.7989726,"",,Unspecified,"","",,,,,,,S141728154,"",,,,"Heard near last parking lot.  The loud yelling at dogs by owners kind of ruined it for a picture. The call sounds a bit like a buzzy Pine Warbler.  I stayed for an hour to make sure of the call. I was only able to get quick views of the bird. Looks a bit like a yellow warbler as it bounes around. The streaking on the bird's flanks and dark line around/under the eyes were the prominent field marks observed.  There are a lot of other birds singing in this recording.  The Prairie warbler can be faintly heard at least 4 times. It was more easily heard in person.",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
608969341,Audio,Prairie Warbler,Setophaga discolor,,Ken Milender,2023-06-16,2023,6,16,845,United States,US-WI-025,Wisconsin,Dane,Lower Wisconsin SR--Mazomanie Unit (dog trial grounds),43.2214303,-89.7989726,"",,Unspecified,"","",,,,,,,S141728154,"",,,,"Heard near last parking lot.  The loud yelling at dogs by owners kind of ruined it for a picture. The call sounds a bit like a buzzy Pine Warbler.  I stayed for an hour to make sure of the call. I was only able to get quick views of the bird. Looks a bit like a yellow warbler as it bounes around. The streaking on the bird's flanks and dark line around/under the eyes were the prominent field marks observed.  There are a lot of other birds singing in this recording.  The Prairie warbler can be faintly heard at least 4 times. It was more easily heard in person.",Setophaga discolor,prawar,Species,33643,,2.00,1,,,
608964355,Audio,Prairie Warbler,Setophaga discolor,,Raphaël Nussbaumer,2023-06-27,2023,6,27,1449,Canada,CA-ON-MU,Ontario,Muskoka,"117 Kings Farm Road, Port Severn, Ontario, CA (44.874, -79.738)",44.8742183,-79.7378306,"",,Unspecified,"","",,,,,,,S142885965,"",,,,"44.869363, -79.734926",Setophaga discolor,prawar,Species,33643,,4.00,1,,,
608869501,Audio,Prairie Warbler,Setophaga discolor,,Avery Chan,2023-09-14,2023,9,14,826,United States,US-FL-117,Florida,Seminole,Fort Mellon Park and Marina,28.8123700,-81.2600600,Female – 1,"",Not Used,"","",,,LG V35 ThinQ,,,,S149861438,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
608860494,Audio,Prairie Warbler,Setophaga discolor,,Daniel Estabrooks,2023-09-14,2023,9,14,540,United States,US-FL-105,Florida,Polk,Bok Tower Gardens,27.9357049,-81.5774481,"",Flight Call,Unspecified,"","",,,,,,,S149950956,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
608822578,Audio,Prairie Warbler,Setophaga discolor,,James P. Smith,2023-09-14,2023,9,14,1044,United States,US-MA-011,Massachusetts,Franklin,"Orange Airfield, Shingle Brook Road",42.5766193,-72.2948108,"",,Unspecified,"","",,,,,,,S149869171,"",,,,"adult male moving around with the Yellow Warbler and 'soft singing'.",Setophaga discolor,prawar,Species,33643,,1.00,1,,,
608704797,Audio,Prairie Warbler,Setophaga discolor,,Elizabeth Anderegg,2023-09-04,2023,9,4,718,United States,US-SC-019,South Carolina,Charleston,"Sullivan's Island Nature Trail",32.7572884,-79.8519874,"",,Unspecified,"","",,,,,,,S149070907,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,,,
608704703,Audio,Prairie Warbler,Setophaga discolor,,Elizabeth Anderegg,2023-09-03,2023,9,3,704,United States,US-SC-019,South Carolina,Charleston,"Sullivan's Island Nature Trail",32.7572884,-79.8519874,"",,Unspecified,"","",,,,,,,S149070813,"",,,,,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
608689920,Audio,Prairie Warbler,Setophaga discolor,Thryothorus ludovicianus -- Carolina Wren,Marc Regnier,2023-09-10,2023,9,10,730,United States,US-SC-019,South Carolina,Charleston,Charles Towne Landing,32.8073499,-79.9884939,"","Call; Foraging or Eating",Unspecified,"","",,,zoom F3,Senn MKE 600,,,S149551709,"",,,Chip...visual,,Setophaga discolor,prawar,Species,33643,,5.00,1,"",,
608575535,Audio,Prairie Warbler,Setophaga discolor,,Juliann Rosado,2023-09-06,2023,9,6,658,Puerto Rico,PR-IS,Isabela,,Paseo Mabodamaca,18.5121136,-67.0430589,"",,Unspecified,"","",,,,,,,S149122242,"",,,,Female or inmature male,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
608362073,Audio,Prairie Warbler,Setophaga discolor,,Ethan K,2023-08-31,2023,8,31,2300,United States,US-PA-045,Pennsylvania,Delaware,Greycar Rion--Driveway (my yard) [GRMR-Dr],39.8488810,-75.5178690,"",Flight Call,Unspecified,"","",,,Samsung Galaxy Note 20,,"Red Solo Cup Parabola, Bucket",,S148658986,"",,,,NFC 1,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
608356800,Audio,Prairie Warbler,Setophaga discolor,,James P. Smith,2023-09-01,2023,9,1,825,United States,US-MA-011,Massachusetts,Franklin,Montague Plains WMA,42.5711419,-72.5235973,"",,Unspecified,"","",,,,,,,S148688158,"",,,,Still quite plentiful including some adult males. One heard singing.,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
608311257,Audio,Prairie Warbler,Setophaga discolor,,Samuel Harris,2023-05-13,2023,5,13,500,United States,US-MA-023,Massachusetts,Plymouth,Myles Standish SF,41.8580000,-70.6670000,"",,Unspecified,"","",,,,,,,S137326743,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
607856101,Audio,Prairie Warbler,Setophaga discolor,Charadrius vociferus -- Killdeer,deborah grimes,2023-08-26,2023,8,26,717,United States,US-FL-053,Florida,Hernando,Bystre Lake,28.5383481,-82.3242474,"",,Unspecified,"","",,,,,,,S148137762,"",,,,"Chipping, along the north shoreline.",Setophaga discolor,prawar,Species,33643,,2.00,1,,,
607656011,Audio,Prairie Warbler,Setophaga discolor,,Marvin Elliott,2023-04-23,2023,4,23,1151,United States,US-TN-189,Tennessee,Wilson,Cedars of Lebanon SP,36.0757422,-86.3105679,"",,Unspecified,"","",,,IPhone 12,,,,S134945521,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
606408491,Audio,Prairie Warbler,Setophaga discolor,,Brady Bailo,2023-08-22,2023,8,22,1020,United States,US-FL-087,Florida,Monroe,Long Key SP,24.8149680,-80.8201800,Adult Male – 1,"Call; Foraging or Eating",Used,"","",,,Samsung S23+,Samsung S23,Normazlied w. OcenAudio,,S147875062,"",,,Subj. bird actively calling while flitting among mangrove,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
606234801,Audio,Prairie Warbler,Setophaga discolor,,Hanan Jacoby,2023-08-23,2023,8,23,621,United States,US-DC-001,District of Columbia,District of Columbia,US-DC-Washington-4505 28th St NW - 38.9488x-77.0540,38.9488200,-77.0540060,"",,Unspecified,"","",,,,,,,S147916801,"",,,,"Seen and heard. Confusingly, Merlín identifies all but one of the chip calls as a Canada",Setophaga discolor,prawar,Species,33643,,3.00,1,,,
605987681,Audio,Prairie Warbler,Setophaga discolor,"Mniotilta varia -- Black-and-white Warbler; Setophaga coronata coronata -- Yellow-rumped Warbler (Myrtle); Poecile atricapillus -- Black-capped Chickadee; Sitta canadensis -- Red-breasted Nuthatch",Kathleen MacAulay,2023-08-22,2023,8,22,804,Canada,CA-NS-YA,Nova Scotia,Yarmouth,"Cape Forchu--West (Thomas Rd, Markland, Caie Ln)",43.8069243,-66.1622109,"",Call,Not Used,"","",,,,,,,S147846404,"",,,Spontaneous chip calls,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
605987381,Audio,Prairie Warbler,Setophaga discolor,,Kathleen MacAulay,2023-08-22,2023,8,22,804,Canada,CA-NS-YA,Nova Scotia,Yarmouth,"Cape Forchu--West (Thomas Rd, Markland, Caie Ln)",43.8069243,-66.1622109,"",Call,Not Used,"","",,,,,,,S147846404,"",,,Spontaneous chips from a bright bird that popped out to forage not 20 feet away ,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
605499401,Audio,Prairie Warbler,Setophaga discolor,"Icteria virens -- Yellow-breasted Chat; Hylocichla mustelina -- Wood Thrush; Spizella pusilla -- Field Sparrow; Geothlypis trichas -- Common Yellowthroat; Passerina cyanea -- Indigo Bunting; Colinus virginianus -- Northern Bobwhite; Molothrus ater -- Brown-headed Cowbird",Clark Teeman,2023-05-20,2023,5,20,645,United States,US-VA-145,Virginia,Powhatan,Powhatan State Park,37.6729514,-77.9284286,Adult Male – 1,Song,Not Used,"","",,,Olympus DM 420,,,,S139044073,"",,,,seen heard singing in the field,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
602087071,Audio,Prairie Warbler,Setophaga discolor,,Rose Marie,2023-06-10,2023,6,10,1500,United States,US-NJ-021,New Jersey,Mercer,"Fiddler's Creek/Hollystone Preserve",40.3164873,-74.8853230,"",,Unspecified,"","",,,,,,,S141159572,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
600754931,Audio,Prairie Warbler,Setophaga discolor,,Nathan Pieplow,2022-04-24,2022,4,24,1305,United States,US-KY-061,Kentucky,Edmonson,Mammoth Cave NP--Green River Ferry/Echo River Spring Trail (Edmonson Co.),37.1782359,-86.1103249,"",,Unspecified,"","",,,,,,,S107982275,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
600754881,Audio,Prairie Warbler,Setophaga discolor,,Nathan Pieplow,2022-04-24,2022,4,24,1305,United States,US-KY-061,Kentucky,Edmonson,Mammoth Cave NP--Green River Ferry/Echo River Spring Trail (Edmonson Co.),37.1782359,-86.1103249,"",,Unspecified,"","",,,,,,,S107982275,"",,,,,Setophaga discolor,prawar,Species,33643,,3.50,2,,,
600738381,Audio,Prairie Warbler,Setophaga discolor,,Nathan Pieplow,2022-04-24,2022,4,24,545,United States,US-KY-009,Kentucky,Barren,Barren River Lake SRP,36.8628600,-86.0677977,"",,Unspecified,"","",,,,,,,S107914721,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
600568691,Audio,Prairie Warbler,Setophaga discolor,,Kim Johnson,2023-08-05,2023,8,5,1339,United States,US-GA-231,Georgia,Pike,"453 Beeks Rd, Williamson US-GA 33.14515, -84.42587",33.1451470,-84.4258670,"",,Unspecified,"","",,,,,,,S146517327,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
599809351,Audio,Prairie Warbler,Setophaga discolor,,Caleb Centanni,2023-08-02,2023,8,2,1052,United States,US-NY-109,New York,Tompkins,Lindsay-Parsons Biodiversity Preserve (FLLT),42.3101677,-76.5216895,"",Flight Call,Unspecified,"","",,,,,,,S146277841,"",,,,"2 near parking, then 2 in flock in Black Cherries in the middle of meadow with HOWR, YEWA, EAWP.",Setophaga discolor,prawar,Species,33643,,1.00,1,"",,
599354401,Audio,Prairie Warbler,Setophaga discolor,,Gregg Petersen,2022-05-23,2022,5,23,952,United States,US-MD-027,Maryland,Howard,Mount Pleasant Farm - Howard County Conservancy,39.3152585,-76.8757260,"",,Unspecified,"","",,,,,,,S111078612,"",,,,,Setophaga discolor,prawar,Species,33643,,4.33,3,,,
599328731,Audio,Prairie Warbler,Setophaga discolor,,Christopher Lindsey,2023-07-01,2023,7,1,1532,United States,US-TX-315,Texas,Marion,Liberty Road,32.8388516,-94.4288850,"",,Unspecified,"","",,,,,,,S143610578,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
598809251,Audio,Prairie Warbler,Setophaga discolor,,Gregg Petersen,2023-05-09,2023,5,9,704,United States,US-MD-027,Maryland,Howard,Mount Pleasant Farm - Howard County Conservancy,39.3152585,-76.8757260,"",,Unspecified,"","",,,,,,,S136753770,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
598202311,Audio,Prairie Warbler,Setophaga discolor,Bombycilla cedrorum -- Cedar Waxwing,Karl Poetzl,2023-07-28,2023,7,28,1154,United States,US-OH-009,Ohio,Athens,Waterloo State Forest--Driving Loop,39.3063972,-82.2784829,"",Call,Unspecified,"","",,,,,,,S145834901,"",,,,Heard and seen. Off the road a bit and along the southern power lines. Lifer!,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
595215161,Audio,Prairie Warbler,Setophaga discolor,,Linus Blomqvist,2023-03-17,2023,3,17,729,United States,US-FL-087,Florida,Monroe,Key Largo Hammocks State Botanical Site,25.1758333,-80.3694444,"",,Unspecified,"","",,,,,,,S131101192,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
595214731,Audio,Prairie Warbler,Setophaga discolor,,Linus Blomqvist,2023-03-16,2023,3,16,734,United States,US-FL-087,Florida,Monroe,Everglades NP--Eco Pond,25.1391667,-80.9375000,"",,Unspecified,"","",,,,,,,S131031443,"",,,,,Setophaga discolor,prawar,Species,33643,,3.50,2,,,
595177011,Audio,Prairie Warbler,Setophaga discolor,,Nick Teague,2023-06-27,2023,6,27,1506,United States,US-MA-001,Massachusetts,Barnstable,Frances A. Crane WMA,41.6348031,-70.5607738,"",,Unspecified,"","",,,,,,,S142895864,"",,,,,Setophaga discolor,prawar,Species,33643,,5.00,2,,,
595087241,Audio,Prairie Warbler,Setophaga discolor,,John Roberts,2023-07-15,2023,7,15,1745,United States,US-KY-073,Kentucky,Franklin,KY Dept. for Libraries and Archives,38.1754980,-84.8646560,Adult – 1,"",Not Used,"","",,,iPhone SE,,,,S144663897,"",,,Very faint upward lilting call.,Kindly showed itself right in front of me. Male.,Setophaga discolor,prawar,Species,33643,,1.00,1,"",,
594516921,Audio,Prairie Warbler,Setophaga discolor,,David Hodkinson,2023-05-30,2023,5,30,947,Canada,CA-ON-FR,Ontario,Frontenac,Crotch Lake Conservation Reserve,44.9063490,-76.8012380,"",,Unspecified,"","",,,,,,,S140046533,"",,,,"Life bird. Singing from open rocky barren above lake. Open rock with juniper, oak, maple, white pine and sumac edging the clearing. First identifed by sound then tracked down and got good views after much effort. Bright yellow body with distinctive dark streaks on side of breast. Dark markings on face and neck. Sound recording made.",Setophaga discolor,prawar,Species,33643,,1.00,1,,,
594023291,Audio,Prairie Warbler,Setophaga discolor,,Jeff Wahl,2023-07-14,2023,7,14,820,United States,US-NJ-009,New Jersey,Cape May,Cape Island--Garrett Family Preserve (TNC),38.9496222,-74.9220049,"",,Unspecified,"","",,,,,,,S144510016,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
593740291,Audio,Prairie Warbler,Setophaga discolor,,Stacy Robinson,2023-07-13,2023,7,13,955,United States,US-NY-031,New York,Essex,Mt. Defiance,43.8313207,-73.4065890,"",,Unspecified,"","",,,,,,,S144426865,"",,,,,Setophaga discolor,prawar,Species,33643,,4.50,2,,,
593724001,Audio,Prairie Warbler,Setophaga discolor,,Andrew W.,2023-07-13,2023,7,13,859,United States,US-NY-103,New York,Suffolk,Northwest Harbor County Park,41.0026163,-72.2473624,"",,Unspecified,"","",,,,,,,S144417736,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
593054331,Audio,Prairie Warbler,Setophaga discolor,Pipilo erythrophthalmus -- Eastern Towhee,Jennie Lanzendorf,2023-07-04,2023,7,4,745,United States,US-WI-111,Wisconsin,Sauk,"Ice Age Trail, Sauk Point Segment",43.4221097,-89.6523565,"",Song,Unspecified,"","",,,Pixel 7 Pro using RecForge II app ,,,,S143540629,"",,,"Prairie Warbler can be heard beyond Eastern Towhee at :14, :28, :43, :58, 1:12, and 1:27","Continuing in same location. Heard calling several times distantly from south of trail, rising zeezeeezeezee . Have audio",Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
592345881,Audio,Prairie Warbler,Setophaga discolor,,Catherine Holland,2023-07-08,2023,7,8,1018,United States,US-NH-009,New Hampshire,Grafton,"Route 118 Power cut, Rumney, New Hampshire, US (43.811, -71.892)",43.8107073,-71.8923877,"",,Unspecified,"","",,,,,,,S143908386,"",,,,At least 3 potentially more. Calling to each other from opposite directions. Pics and recording attached.,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
592208091,Audio,Prairie Warbler,Setophaga discolor,,Eileen Rudden,2023-07-08,2023,7,8,1359,United States,US-MA-019,Massachusetts,Nantucket,Reyes Pond,41.2902253,-70.0247644,"",,Unspecified,"","",,,,,,,S143928748,"",,,,In a dip of the moraine in the scrub oak.. Distinctive song,Setophaga discolor,prawar,Species,33643,,1.00,1,,,
592031161,Audio,Prairie Warbler,Setophaga discolor,,Karl Sineath,2023-06-29,2023,6,29,1319,United States,US-MA-021,Massachusetts,Norfolk,"Blue Hills Reservation, Milton US-MA 42.21450, -71.09420",42.2145020,-71.0942020,"",,Unspecified,"","",,,,,,,S143861375,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
591733811,Audio,Prairie Warbler,Setophaga discolor,,Richard Mckay,2023-07-06,2023,7,6,929,Canada,CA-NS-AP,Nova Scotia,Annapolis,Hampton Beach,44.9060123,-65.3514812,Adult Male – 1,Song,Unspecified,"","",,,,,,,S143745446,"",,,,"Continuing. Male actively flying from tree to tree and singing. Photos and audio recorded. 1st time seeing this bird for me. (Richard) Distinctive call, bright yellow below and on head with dark streaking. Dark eyeline. with half circle underneath. Chestnut on back. Can be seen in photos",Setophaga discolor,prawar,Species,33643,,4.50,2,"",,
591661171,Audio,Prairie Warbler,Setophaga discolor,,Lyall Bouchard,2023-07-06,2023,7,6,929,Canada,CA-NS-AP,Nova Scotia,Annapolis,Hampton Beach,44.9060123,-65.3514812,Adult Male – 1,Song,Unspecified,"","",,,LG G6 cell phone,,,,S143732782,"",,,,Continuing. Male actively flying from tree to tree and singing. Photos and audio recorded.,Setophaga discolor,prawar,Species,33643,,2.00,1,"",,
591610061,Audio,Prairie Warbler,Setophaga discolor,,David Guarnieri,2023-07-06,2023,7,6,546,United States,US-DE-005,Delaware,Sussex,Prime Hook National Wildlife Refuge,38.8407170,-75.2583540,"",,Unspecified,"","",,,,,,,S143724909,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
591350081,Audio,Prairie Warbler,Setophaga discolor,,Sarah Dooley,2023-07-01,2023,7,1,846,United States,US-VA-019,Virginia,Bedford,Claytor Nature Study Center of the University of Lynchburg,37.3888450,-79.5377970,"",,Unspecified,"","",,,,,,,S143219885,"",,,"Faint. Distant. Buzzy, ascending trill. Short. Differentiate from field sparrow, also in recording.  (Song on recording 3 distinct times)","Buzzy, ascending trill song. Photographed male bird perched conspicuously. Bright yellow, bold black face and shoulder markings. Will upload sound recording and pictures.",Setophaga discolor,prawar,Species,33643,,2.00,1,,,
591171921,Audio,Prairie Warbler,Setophaga discolor,,Danny Lee,2023-06-11,2023,6,11,818,United States,US-TN-165,Tennessee,Sumner,Larkspur Conservation,36.5220667,-86.2396533,"",,Unspecified,"","",,,,,,,S141223436,"",,,,Saw and heard one. Heard another,Setophaga discolor,prawar,Species,33643,,4.00,2,,,
591169751,Audio,Prairie Warbler,Setophaga discolor,,Michael Putnam,2023-07-04,2023,7,4,622,United States,US-WI-111,Wisconsin,Sauk,"Devil's Lake SP--Sauk Point Trail (Ice Age National Scenic Trail)",43.4224049,-89.6696873,"",,Unspecified,"","",,,,,,,S143601217,"",,,,Heard only its shivering ascending buzzy notes.  Can be heard faintly starting at 16 and 33 seconds of recording,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
591126161,Audio,Prairie Warbler,Setophaga discolor,,Sam Zhang,2023-05-29,2023,5,29,1747,United States,US-MA-017,Massachusetts,Middlesex,Assabet River NWR,42.4085771,-71.4724244,Adult Male – 1,Song,Unspecified,"","",,,,,,,S140231153,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,2,"",,
